,Name of Village,Sampled Year,Land Area,Longitude,Lattitude,pH,EC,OC,P,K,S,Zn,Fe,Cu,Mn,B,Fertility Index,Crop Name,Irrigation Pattern,Crop Rotation,Fertilizer Used,Yield Returns,YR(Label)
2625,Budhikote Budhikote Hobli,2017-18,0.6,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,1.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
2626,Budhikote Budhikote Hobli,2017-18,0.17,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,2.0,Paddy-Local,Rainfeed,No,Organic,High,1
2627,Budhikote Budhikote Hobli,2017-18,0.6,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,4.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
2628,Budhikote Budhikote Hobli,2017-18,0.25,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,1.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
2629,Budhikote Budhikote Hobli,2017-18,0.25,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,4.0,Radish,Irrigation,No,InOrganic,Moderate,3
2630,Budhikote Budhikote Hobli,2017-18,0.21,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,3.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
2631,Budhikote Budhikote Hobli,2017-18,0.21,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,2.0,Radish,Rainfeed,No,InOrganic,Moderate,3
2632,Budhikote Budhikote Hobli,2017-18,0.21,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,3.0,Buckwheat,Rainfeed,No,InOrganic,Good,2
2633,Budhikote Budhikote Hobli,2017-18,0.21,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,1.0,Buckwheat,Irrigation,No,InOrganic,Moderate,3
2634,Budhikote Budhikote Hobli,2017-18,0.18,78.1257386417,12.8843087886,5.9,0.81,0.38,172.0,54.0,7.8,0.35,6.88,0.45,4.63,0.2,3.0,Buckwheat,Rainfeed,No,Organic,Moderate,3
2635,Budhikote Budhikote Hobli,2017-18,0.31,78.1257386417,12.8843087886,5.9,0.81,0.38,172.0,54.0,7.8,0.35,6.88,0.45,4.63,0.2,3.0,Buckwheat,Rainfeed,No,Organic,Moderate,3
2636,Budhikote Budhikote Hobli,2017-18,1.6,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,4.0,Bean,Irrigation,No,InOrganic,Moderate,3
2637,Budhikote Budhikote Hobli,2017-18,0.23,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,3.0,Bean,Rainfeed,No,InOrganic,Good,2
2638,Budhikote Budhikote Hobli,2017-18,1.2,78.1257386417,12.8843087886,5.9,0.81,0.38,172.0,54.0,7.8,0.35,6.88,0.45,4.63,0.2,1.0,Buckwheat,Irrigation,No,Organic,High,1
2639,Budhikote Budhikote Hobli,2017-18,3.3,78.1257386417,12.8843087886,5.9,0.81,0.38,172.0,54.0,7.8,0.35,6.88,0.45,4.63,0.2,4.0,Buckwheat,Rainfeed,No,InOrganic,Moderate,3
2640,Budhikote Budhikote Hobli,2017-18,0.3,78.1257386417,12.8843087886,5.9,0.81,0.38,172.0,54.0,7.8,0.35,6.88,0.45,4.63,0.2,1.0,Radish,Rainfeed,No,InOrganic,Moderate,3
2641,Budhikote Budhikote Hobli,2017-18,0.34,78.1257386417,12.8843087886,5.9,0.81,0.38,172.0,54.0,7.8,0.35,6.88,0.45,4.63,0.2,1.0,Buckwheat,Irrigation,No,InOrganic,Moderate,3
2642,Budhikote Budhikote Hobli,2016-17,1.44,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,Buckwheat,Rainfeed,No,Organic,Moderate,3
2643,Budhikote Budhikote Hobli,2016-17,0.3,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,2.0,Buckwheat,Rainfeed,No,InOrganic,Moderate,3
2644,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,4.0,Radish,Rainfeed,No,Organic,Moderate,3
2645,Budhikote Budhikote Hobli,2016-17,0.21,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,Green fodder,Rainfeed,No,InOrganic,Moderate,3
2646,Budhikote Budhikote Hobli,2016-17,0.23,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,Green fodder,Rainfeed,No,Organic,High,1
2647,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,2.0,Grass,Rainfeed,No,Organic,High,1
2648,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,2.0,Grass,Rainfeed,No,InOrganic,Moderate,3
2649,Budhikote Budhikote Hobli,2016-17,0.11,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,Nilgiri,Rainfeed,No,InOrganic,Good,2
2650,Budhikote Budhikote Hobli,2016-17,0.8,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,4.0,Bean,Rainfeed,No,InOrganic,Moderate,3
2651,Budhikote Budhikote Hobli,2016-17,0.9,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,Bean,Rainfeed,No,Organic,Moderate,3
2652,Budhikote Budhikote Hobli,2016-17,0.9,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,4.0,Bean,Irrigation,No,Organic,Moderate,3
2653,Budhikote Budhikote Hobli,2017-18,0.2,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,3.0,Bean,Irrigation,No,Organic,Moderate,3
2654,Budhikote Budhikote Hobli,2017-18,0.19,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,4.0,Bean,Rainfeed,No,Organic,Moderate,3
2655,Budhikote Budhikote Hobli,2017-18,0.19,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,1.0,Bean,Rainfeed,No,Organic,High,1
2656,Budhikote Budhikote Hobli,2017-18,0.19,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,1.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
2657,Budhikote Budhikote Hobli,2017-18,0.22,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,1.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
2658,Budhikote Budhikote Hobli,2017-18,1.27,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,4.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
2659,Budhikote Budhikote Hobli,2017-18,1.6,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,1.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
2660,Budhikote Budhikote Hobli,2017-18,0.1,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,2.0,Paddy-Local,Irrigation,No,InOrganic,Moderate,3
2661,Budhikote Budhikote Hobli,2017-18,0.1,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,3.0,Radish,Irrigation,No,InOrganic,Good,2
2662,Budhikote Budhikote Hobli,2017-18,0.27,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,3.0,Radish,Rainfeed,No,InOrganic,Good,2
2663,Budhikote Budhikote Hobli,2017-18,0.13,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
2664,Budhikote Budhikote Hobli,2017-18,0.13,78.1286841996,12.8842735108,5.0,0.37,0.3,96.0,189.0,9.2,0.77,12.11,0.92,16.27,1.0,2.0,Radish,Rainfeed,No,Organic,High,1
2665,Budhikote Budhikote Hobli,2017-18,1.5,78.1299997562,12.9199999082,5.7,1.23,0.36,81.0,276.0,33.0,0.71,5.32,2.02,4.06,4.4,4.0,Green fodder,Rainfeed,No,InOrganic,Moderate,3
2666,Budhikote Budhikote Hobli,2017-18,1.4,78.1299997562,12.9199999082,5.7,1.23,0.36,81.0,276.0,33.0,0.71,5.32,2.02,4.06,4.4,3.0,Green fodder,Rainfeed,No,InOrganic,Good,2
2667,Budhikote Budhikote Hobli,2017-18,0.26,78.1299997562,12.9199999082,5.7,1.23,0.36,81.0,276.0,33.0,0.71,5.32,2.02,4.06,4.4,2.0,Green fodder,Rainfeed,No,InOrganic,Moderate,3
2668,Budhikote Budhikote Hobli,2017-18,0.21,78.1299997562,12.9199999082,5.7,1.23,0.36,81.0,276.0,33.0,0.71,5.32,2.02,4.06,4.4,1.0,Coconut,Rainfeed,No,Organic,High,1
2669,Budhikote Budhikote Hobli,2017-18,0.14,78.1299997562,12.9199999082,5.7,1.23,0.36,81.0,276.0,33.0,0.71,5.32,2.02,4.06,4.4,1.0,"Maize, sorghum, cowpea - indigenous",Rainfeed,No,InOrganic,Moderate,3
2670,Budhikote Budhikote Hobli,2017-18,0.21,78.1299997562,12.9199999082,5.7,1.23,0.36,81.0,276.0,33.0,0.71,5.32,2.02,4.06,4.4,3.0,"Maize, sorghum, cowpea - indigenous",Rainfeed,No,Organic,Moderate,3
2671,Budhikote Budhikote Hobli,2017-18,0.26,78.1299997562,12.9199999082,5.7,1.23,0.36,81.0,276.0,33.0,0.71,5.32,2.02,4.06,4.4,3.0,"Maize, sorghum, cowpea - indigenous",Rainfeed,No,Organic,Moderate,3
2672,Budhikote Budhikote Hobli,2017-18,0.14,78.1299997562,12.9199999082,5.7,1.23,0.36,81.0,276.0,33.0,0.71,5.32,2.02,4.06,4.4,4.0,"Maize, sorghum, cowpea - indigenous",Irrigation,No,InOrganic,Moderate,3
2673,Budhikote Budhikote Hobli,2017-18,0.25,78.1299997562,12.9199999082,5.7,1.23,0.36,81.0,276.0,33.0,0.71,5.32,2.02,4.06,4.4,1.0,Radish,Rainfeed,No,InOrganic,Moderate,3
2674,Budhikote Budhikote Hobli,2017-18,1.15,78.1299997562,12.9199999082,5.7,1.23,0.36,81.0,276.0,33.0,0.71,5.32,2.02,4.06,4.4,1.0,Coconut,Rainfeed,No,Organic,High,1
2675,Budhikote Budhikote Hobli,2017-18,0.2,78.1299997562,12.9199999082,5.7,1.23,0.36,81.0,276.0,33.0,0.71,5.32,2.02,4.06,4.4,1.0,"Maize, sorghum, cowpea - indigenous",Irrigation,No,Organic,High,1
2676,Budhikote Budhikote Hobli,2016-17,2.2,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,2.0,Coconut,Rainfeed,No,InOrganic,Moderate,3
2677,Budhikote Budhikote Hobli,2016-17,1.17,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,3.0,Paddy-Local,Irrigation,No,Organic,Moderate,3
2678,Budhikote Budhikote Hobli,2016-17,1.3,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,2.0,Radish,Rainfeed,No,InOrganic,Moderate,3
2679,Budhikote Budhikote Hobli,2016-17,1.29,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,2.0,Coconut,Irrigation,No,Organic,High,1
2680,Budhikote Budhikote Hobli,2016-17,1.16,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,4.0,Bean,Irrigation,No,Organic,Moderate,3
2681,Budhikote Budhikote Hobli,2016-17,2.4,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,4.0,Bean,Rainfeed,No,Organic,Moderate,3
2682,Budhikote Budhikote Hobli,2016-17,0.14,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,Bean,Rainfeed,No,InOrganic,Moderate,3
2683,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,2.0,Coconut,Rainfeed,No,Organic,High,1
2684,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,2.0,Coconut,Rainfeed,No,Organic,High,1
2685,Budhikote Budhikote Hobli,2016-17,1.15,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,2.0,Radish,Rainfeed,No,Organic,High,1
2686,Budhikote Budhikote Hobli,2016-17,0.4,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,2.0,Coconut,Rainfeed,No,InOrganic,Moderate,3
2687,Budhikote Budhikote Hobli,2016-17,0.21,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,Tamarind,Rainfeed,No,InOrganic,Moderate,3
2688,Budhikote Budhikote Hobli,2016-17,0.1,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,2.0,Tamarind,Rainfeed,No,InOrganic,Moderate,3
2689,Budhikote Budhikote Hobli,2016-17,0.4,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,Green fodder,Rainfeed,No,InOrganic,Moderate,3
2690,Budhikote Budhikote Hobli,2016-17,0.3,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,Tamarind,Rainfeed,No,InOrganic,Moderate,3
2691,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,2.0,"Maize, sorghum, cowpea - indigenous",Rainfeed,No,InOrganic,Moderate,3
2692,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,2.0,"Maize, sorghum, cowpea - indigenous",Irrigation,No,Organic,High,1
2693,Budhikote Budhikote Hobli,2016-17,0.3,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,4.0,Coconut,Irrigation,No,InOrganic,Moderate,3
2694,Budhikote Budhikote Hobli,2016-17,0.6,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,"Maize, sorghum, cowpea - indigenous",Rainfeed,No,InOrganic,Good,2
2695,Budhikote Budhikote Hobli,2016-17,0.6,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,Coconut,Rainfeed,No,Organic,Moderate,3
2696,Budhikote Budhikote Hobli,2016-17,0.5,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,4.0,Tomato,Irrigation,No,Organic,Moderate,3
2697,Budhikote Budhikote Hobli,2016-17,0.11,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
2698,Budhikote Budhikote Hobli,2016-17,0.3,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,Radish,Rainfeed,No,Organic,High,1
2699,Budhikote Budhikote Hobli,2016-17,0.5,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
2700,Budhikote Budhikote Hobli,2016-17,0.5,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
2701,Budhikote Budhikote Hobli,2016-17,0.12,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,4.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
2702,Budhikote Budhikote Hobli,2016-17,0.11,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,High Yield of Millet,Irrigation,Yes,InOrganic,Good,2
2703,Budhikote Budhikote Hobli,2016-17,0.18,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
2704,Budhikote Budhikote Hobli,2016-17,0.9,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
2705,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,High Yield of Millet,Irrigation,Yes,InOrganic,Good,2
2706,Budhikote Budhikote Hobli,2016-17,0.2,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,4.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
2707,Budhikote Budhikote Hobli,2016-17,0.28,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
2708,Budhikote Budhikote Hobli,2016-17,0.28,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
2709,Budhikote Budhikote Hobli,2016-17,0.4,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,4.0,Radish,Rainfeed,No,InOrganic,Moderate,3
2710,Budhikote Budhikote Hobli,2016-17,0.28,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,Radish,Rainfeed,No,Organic,High,1
2711,Budhikote Budhikote Hobli,2016-17,0.28,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,Radish,Rainfeed,No,Organic,Moderate,3
2712,Budhikote Budhikote Hobli,2016-17,0.3,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,2.0,Coconut,Rainfeed,No,InOrganic,Moderate,3
2713,Budhikote Budhikote Hobli,2016-17,0.58,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,Coconut,Rainfeed,No,Organic,Moderate,3
2714,Budhikote Budhikote Hobli,2016-17,1.7,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,Coconut,Rainfeed,No,Organic,Moderate,3
2715,Budhikote Budhikote Hobli,2016-17,0.4,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,Tomato,Rainfeed,No,InOrganic,Good,2
2716,Budhikote Budhikote Hobli,2016-17,0.5,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,4.0,Radish,Rainfeed,No,InOrganic,Moderate,3
2717,Budhikote Budhikote Hobli,2016-17,0.8,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,1.0,Tomato,Irrigation,No,Organic,High,1
2718,Budhikote Budhikote Hobli,2016-17,0.8,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,Tomato,Rainfeed,No,InOrganic,Good,2
2719,Budhikote Budhikote Hobli,2016-17,1.24,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,Tomato,Rainfeed,No,Organic,Moderate,3
2720,Budhikote Budhikote Hobli,2016-17,1.5,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,4.0,Coconut,Rainfeed,No,Organic,Moderate,3
2721,Budhikote Budhikote Hobli,2016-17,0.8,78.1299997562,13.00000026,5.9,0.21,0.32,68.0,89.0,58.5,0.47,7.61,0.34,18.29,0.1,3.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Good,2
2722,Budhikote Budhikote Hobli,2016-17,0.21,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,4.0,High Yield of Millet,Irrigation,Yes,InOrganic,Moderate,3
2723,Budhikote Budhikote Hobli,2016-17,0.21,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
2724,Budhikote Budhikote Hobli,2016-17,1.12,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,2.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
2725,Budhikote Budhikote Hobli,2016-17,0.9,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,4.0,Tomato,Rainfeed,No,InOrganic,Moderate,3
2726,Budhikote Budhikote Hobli,2016-17,0.36,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,4.0,Cabbage,Rainfeed,No,Organic,Moderate,3
2727,Budhikote Budhikote Hobli,2016-17,0.8,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,2.0,Coconut,Rainfeed,No,Organic,High,1
2728,Budhikote Budhikote Hobli,2016-17,0.5,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,2.0,Coconut,Irrigation,No,InOrganic,Moderate,3
2729,Budhikote Budhikote Hobli,2016-17,0.54,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,4.0,Coconut,Rainfeed,No,InOrganic,Moderate,3
2730,Budhikote Budhikote Hobli,2016-17,0.54,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,2.0,High Yield of Millet,Rainfeed,Yes,InOrganic,Moderate,3
2731,Budhikote Budhikote Hobli,2016-17,1.0,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,4.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
2732,Budhikote Budhikote Hobli,2016-17,0.9,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,4.0,"Maize, sorghum, cowpea - indigenous",Irrigation,No,Organic,Moderate,3
2733,Budhikote Budhikote Hobli,2016-17,1.6,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,2.0,"Maize, sorghum, cowpea - indigenous",Irrigation,No,Organic,High,1
2734,Budhikote Budhikote Hobli,2016-17,1.6,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,1.0,Coconut,Rainfeed,No,Organic,High,1
2735,Budhikote Budhikote Hobli,2016-17,1.11,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,1.0,High Yield of Millet,Irrigation,Yes,Organic,High,1
2736,Budhikote Budhikote Hobli,2016-17,1.38,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,2.0,Millet is Native,Irrigation,Yes,Organic,High,1
2737,Budhikote Budhikote Hobli,2016-17,2.13,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,3.0,"Maize, sorghum, cowpea - indigenous",Rainfeed,No,InOrganic,Good,2
2738,Budhikote Budhikote Hobli,2016-17,1.3,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,3.0,Bean,Irrigation,No,InOrganic,Good,2
2739,Budhikote Budhikote Hobli,2016-17,1.4,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,3.0,High Yield of Millet,Irrigation,Yes,InOrganic,Good,2
2740,Budhikote Budhikote Hobli,2016-17,0.1,78.1315936464,12.9146821362,6.1,1.0,0.34,63.0,232.0,29.0,0.39,6.54,0.52,17.28,3.5,3.0,High Yield of Millet,Irrigation,Yes,Organic,Moderate,3
2741,Budhikote Budhikote Hobli,2016-17,0.13,78.1299997562,13.00000026,7.2,0.74,0.18,88.0,113.0,79.3,0.85,6.51,0.85,14.67,0.4,3.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
2742,Budhikote Budhikote Hobli,2016-17,0.5,78.1299997562,13.00000026,7.2,0.74,0.18,88.0,113.0,79.3,0.85,6.51,0.85,14.67,0.4,3.0,High Yield of Millet,Rainfeed,Yes,Organic,Moderate,3
2743,Budhikote Budhikote Hobli,2016-17,0.33,78.1299997562,13.00000026,7.2,0.74,0.18,88.0,113.0,79.3,0.85,6.51,0.85,14.67,0.4,1.0,High Yield of Millet,Rainfeed,Yes,Organic,High,1
